tconst,titleType,primaryTitle,year,runtimeMinutes,averageRating,numVotes,d1,dn1,d2,dn2,w1,wn1,w2,wn2,w3,wn3
tt0086050,movie,One Dark Night,1982,89,5.7,2196,nm0572951,Tom McLoughlin,NA,NA,nm0572951,Tom McLoughlin,nm0369958,Michael Hawes,NA,NA
tt0086486,movie,Oasis of the Zombies,1982,82,2.6,2047,nm0001238,Jesús Franco,NA,NA,nm0001238,Jesús Franco,nm0515779,Ramón Llidó,NA,NA
tt0086610,movie,Xtro,1982,81,5.6,5355,nm0111332,Harry Bromley Davenport,NA,NA,nm0111332,Harry Bromley Davenport,nm0144262,Iain Cassie,nm0003176,Michel Parry
tt0086971,movie,The Black Room,1982,88,4.8,296,nm0448415,Elly Kenner,nm0888993,Norman Thaddeus Vane,nm0888993,Norman Thaddeus Vane,NA,NA,NA,NA
tt0087336,movie,Girls Nite Out,1982,96,4.8,995,nm0221988,Robert Deubel,NA,NA,nm0817842,Gil Spencer Jr.,nm0475681,Kevin Kurgis,nm0093307,Joe Bolster
tt0087592,movie,The Last Horror Film,1982,87,5.6,1382,nm0200597,David Winters,NA,NA,nm0357982,Judd Hamilton,nm0200597,David Winters,nm0458344,Tom Klassen
tt0089547,movie,La mansión de los muertos vivientes,1982,97,4.5,474,nm0001238,Jesús Franco,NA,NA,nm0001238,Jesús Franco,NA,NA,NA,NA
tt0095123,movie,Leng yan sha ji,1982,\N,3.4,16,nm1080412,Chia-Yun Yang,NA,NA,nm4362340,Yun Chu,nm3248700,Jing-Tai Wang,NA,NA
tt0096467,movie,Wu gong zhou,1982,93,5.2,239,nm0508445,Keith Li,NA,NA,nm3290856,Suet Ming Chan,NA,NA,NA,NA
tt0096474,movie,Yang gui,1982,\N,4.1,14,nm0867268,Wilson Tong,NA,NA,\N,NA,NA,NA,NA,NA
tt0122070,movie,The Forest,1982,85,3.8,928,nm0427942,Don Jones,NA,NA,nm0427942,Don Jones,NA,NA,NA,NA
tt0122318,movie,Fei tou mo nu,1982,92,6.6,76,nm0151726,Jen-Chieh Chang,NA,NA,nm5867108,NA,NA,NA,NA,NA
tt0123796,movie,Desolation Angels,1982,88,4.7,27,nm0280034,Christopher Fitchett,NA,NA,nm0280034,Christopher Fitchett,nm0752531,Ellery Ryan,NA,NA
tt0123915,movie,Invaders of the Lost Gold,1982,90,2.9,334,nm0083608,Alan Birkinshaw,NA,NA,nm0083608,Alan Birkinshaw,nm0416302,Bill James,nm0646782,Dick Randall
tt0124818,movie,Orgasmo esotico,1982,89,3.8,45,nm0796402,Mario Siciliano,NA,NA,\N,NA,NA,NA,NA,NA
tt0125193,movie,House of Sin,1982,71,5.6,39,nm0345273,Carter Stevens,NA,NA,nm0345273,Carter Stevens,NA,NA,NA,NA
tt0126814,movie,Big Meat Eater,1982,82,5.4,309,nm0934779,Chris Windsor,NA,NA,nm0767500,Phil Savath,nm0443875,Laurence Keane,nm0934779,Chris Windsor
tt0126948,movie,Honeymoon Horror,1982,88,3.8,248,nm0446320,Harry Preston,NA,NA,nm0138815,L.L. Carney,nm0446320,Harry Preston,NA,NA
tt0127918,movie,Tales of the Bizarre,1982,61,6.3,31,nm0994566,Phil Prince,NA,NA,nm0994566,Phil Prince,NA,NA,NA,NA
tt0127920,movie,The Taming of Rebecca,1982,68,5.6,139,nm0994566,Phil Prince,NA,NA,nm0994566,Phil Prince,NA,NA,NA,NA
tt0129855,movie,The Curse of the Screaming Dead,1982,91,2.3,554,nm0538935,Tony Malanowski,NA,NA,nm1661463,Lon Huber,nm0538935,Tony Malanowski,NA,NA
tt0137392,movie,Blood Bride,1982,90,3.9,97,nm0043334,Robert J. Avrech,NA,NA,nm0043334,Robert J. Avrech,NA,NA,NA,NA
tt0142633,movie,MP - Minä pelkään,1982,83,6.7,28,nm0405398,Pekka Hyytiäinen,NA,NA,\N,NA,NA,NA,NA,NA
tt0163669,movie,Hwanyeo '82,1982,115,6.1,43,nm0453579,Ki-young Kim,NA,NA,nm0453579,Ki-young Kim,NA,NA,NA,NA
tt0163716,movie,Litan,1982,88,6.2,276,nm0006620,Jean-Pierre Mocky,NA,NA,nm0739264,Jean-Claude Romer,nm0006620,Jean-Pierre Mocky,nm0003356,Patrick Granier
tt0164879,movie,Exposed to Danger,1982,87,4,131,nm2199456,Karen Yang,NA,NA,nm4362340,Yun Chu,NA,NA,NA,NA
tt0180274,movie,Unhinged,1982,79,5,1429,nm0343126,Don Gronquist,NA,NA,nm0343126,Don Gronquist,nm0709062,Reagan Ramsey,NA,NA
tt0186192,movie,Haplos,1982,120,7.3,33,nm8589977,NA,NA,NA,nm0498080,Ricardo Lee,NA,NA,NA,NA
tt0193438,movie,Pure Blood,1982,90,6.9,141,nm0652213,Luis Ospina,NA,NA,nm0652213,Luis Ospina,nm0704357,Alberto Quiroga,NA,NA
tt0194634,movie,27 horas con la muerte,1982,113,5.9,31,nm0684300,Jairo Pinilla,NA,NA,\N,NA,NA,NA,NA,NA
tt0196373,movie,The Best of Sex and Violence,1982,76,6.1,132,nm0228895,Ken Dixon,NA,NA,nm0673772,Frank Ray Perilli,NA,NA,NA,NA
tt0199867,movie,"Ninja, the Violent Sorceror",1982,90,4.4,64,nm0061792,Godfrey Ho,NA,NA,nm0061792,Godfrey Ho,nm0629723,Sally Nichols,NA,NA
tt0229480,movie,Island of Blood,1982,82,4.4,185,nm0622500,William T. Naud,NA,NA,nm0622500,William T. Naud,NA,NA,NA,NA
tt0245400,movie,Runaway Nightmare,1982,105,5.2,112,nm0141429,Mike Cartel,NA,NA,nm0141429,Mike Cartel,NA,NA,NA,NA
tt0272141,movie,Invitation to Hell,1982,50,3.7,122,nm0614543,Michael J. Murphy,NA,NA,nm1220933,Carl Humphrey,NA,NA,NA,NA
tt0278966,movie,Banquete das Taras,1982,90,4,5,nm0021820,Carlos Alberto Almeida,NA,NA,nm0021820,Carlos Alberto Almeida,NA,NA,NA,NA
tt0279364,movie,A Reencarnação do Sexo,1982,80,5.9,72,nm0144809,Luiz Castellini,NA,NA,nm0090504,Giovanni Boccaccio,nm0144809,Luiz Castellini,NA,NA
tt0281241,movie,Sundelbolong,1982,\N,6.2,40,nm0310219,Sisworo Gautama Putra,NA,NA,\N,NA,NA,NA,NA,NA
tt0285808,movie,Nyi blorong,1982,82,6.7,42,nm0310219,Sisworo Gautama Putra,NA,NA,nm1065631,Darto Juned,NA,NA,NA,NA
tt0295468,movie,Night of Destiny,1982,84,5.6,5,nm0902650,Helmer von Lützelburg,NA,NA,nm1045811,Andreas Markus Klug,nm1049103,Christoph Wagenknecht,nm0902650,Helmer von Lützelburg
tt0314228,movie,Devil Returns,1982,88,6,13,nm0155430,Yao-Chi Chen,NA,NA,nm0151874,Yung-Hsiang Chang,nm0461916,Pi Ko,NA,NA
tt0315575,movie,El extraño hijo del Sheriff,1982,93,6.6,75,nm0244471,Fernando Durán Rojas,NA,NA,nm0317731,Bárbara Gil,nm0145061,Eric del Castillo,NA,NA
tt0330850,movie,Three Furies,1982,93,6.3,7,nm0453490,In Soo Kim,NA,NA,nm1090345,Ryong Kwon,NA,NA,NA,NA
tt0341436,movie,Dracula Rises,1982,92,4.1,7,nm1077174,Hyeong-pyo Lee,NA,NA,nm1085907,Hie-woo Lee,NA,NA,NA,NA
tt0343495,movie,Buaya putih,1982,94,3.8,12,nm1228843,Fritz G. Schadt,NA,NA,nm1287608,Lukman Karmani,nm1288702,Ameita Tarzia,NA,NA
tt0368356,movie,Tôno monogatari,1982,\N,7.3,16,nm0613545,Tetsutaro Murano,NA,NA,nm1382104,Kunio Yanagida,NA,NA,NA,NA
tt0439496,movie,Hex after Hex,1982,101,5.3,57,nm0346640,Chih-Hung Kuei,NA,NA,nm0648505,On Szeto,NA,NA,NA,NA
tt0477951,movie,Castle of De Sade,1982,90,6.5,13,nm1818144,Julius Belvedere,NA,NA,nm1818144,Julius Belvedere,nm0184200,Dorival Coutinho,NA,NA
tt0990379,movie,Xie zhou,1982,79,5.6,61,nm0346640,Chih-Hung Kuei,NA,NA,nm0490541,Chun-Ku Lu,nm0648505,On Szeto,NA,NA
tt1230465,movie,Baby Sitter,1982,98,5.3,46,nm0146873,Alberto Cavallone,NA,NA,nm0146873,Alberto Cavallone,NA,NA,NA,NA
tt2494868,movie,Bayi ajaib,1982,94,6.3,23,nm4376172,Tindra Rengat,NA,NA,nm9918264,NA,nm4376172,Tindra Rengat,NA,NA
tt0079915,movie,Skullduggery,1983,95,2.4,278,nm0725328,Ota Richter,NA,NA,nm0725328,Ota Richter,nm0937093,Peter Wittman,NA,NA
tt0082379,movie,The Final Terror,1983,82,5.1,2233,nm0001112,Andrew Davis,NA,NA,nm0313483,Jon George,nm0382925,Neill D. Hicks,nm0795953,Ronald Shusett
tt0082841,movie,Olivia,1983,80,4.9,351,nm0518579,Ulli Lommel,NA,NA,nm0518579,Ulli Lommel,nm0550585,John P. Marsh,nm0635617,Ron Norman
tt0082914,movie,Play Dead,1983,86,3.8,229,nm0937093,Peter Wittman,NA,NA,nm0430080,Lothrop W. Jordan,NA,NA,NA,NA
tt0083146,movie,Sweet Sixteen,1983,90,5.2,1167,nm0815634,Jim Sotos,NA,NA,nm0325773,Erwin Goldman,NA,NA,NA,NA
tt0083361,movie,Jui gwai chat hung,1983,87,3.9,210,nm0950553,Ronny Yu,NA,NA,nm0401201,Michael Hui,nm0950553,Ronny Yu,NA,NA
tt0083863,movie,Demon Is on the Island,1983,102,6.1,216,nm0163095,Francis Leroi,NA,NA,nm0163095,Francis Leroi,nm0747641,Owen T. Rozmann,NA,NA
tt0083973,movie,Frightmare,1983,86,4.5,905,nm0888993,Norman Thaddeus Vane,NA,NA,nm0888993,Norman Thaddeus Vane,NA,NA,NA,NA
tt0084182,movie,Julie Darling,1983,100,6.1,383,nm0629418,Paul Nicholas,NA,NA,nm0629418,Paul Nicholas,nm0809306,Maurice Smith,NA,NA
tt0084348,movie,Mongrel,1983,88,4.4,120,nm0122857,Robert A. Burns,NA,NA,nm0122857,Robert A. Burns,NA,NA,NA,NA
tt0084355,movie,Morbus (o bon profit),1983,87,3.6,41,nm0275129,Ignasi P. Ferré,NA,NA,nm0170043,Isabel Coixet,NA,NA,NA,NA
tt0084592,movie,Revenge in the House of Usher,1983,93,3.3,375,nm0001238,Jesús Franco,nm0558975,Olivier Mathot,nm0001238,Jesús Franco,nm0000590,Edgar Allan Poe,NA,NA
tt0084678,movie,Portrait in Crystal,1983,77,6,51,nm0398739,Shan Hua,NA,NA,nm2017975,Wengui Chen,nm2735277,Nai Pin Tsai,nm0399065,Ying Wong
tt0085125,movie,2019: After the Fall of New York,1983,96,5.6,2523,nm0553941,Sergio Martino,NA,NA,nm0002759,Ernesto Gastaldi,nm0553941,Sergio Martino,nm0744410,Gabriel Rossini
tt0085156,movie,American Nightmare,1983,88,5.1,347,nm0564260,Don McBrearty,NA,NA,nm0791949,John Sheppard,nm1104055,John Gault,nm1104040,Steven Blake
tt0085159,movie,Amityville 3-D,1983,105,4.1,5199,nm0281507,Richard Fleischer,NA,NA,nm0024388,David Ambrose,NA,NA,NA,NA
tt0085224,movie,The Being,1983,82,4.2,1095,nm0465034,Jackie Kong,NA,NA,nm0465034,Jackie Kong,NA,NA,NA,NA
tt0085226,movie,La belle captive,1983,90,6.7,862,nm0730237,Alain Robbe-Grillet,NA,NA,nm0730237,Alain Robbe-Grillet,nm0894814,Frank Verpillat,NA,NA
tt0085233,movie,The Beast and the Magic Sword,1983,120,5.8,159,nm0596701,Paul Naschy,NA,NA,nm0596701,Paul Naschy,NA,NA,NA,NA
tt0085266,movie,Boogeyman II,1983,79,2,894,nm0518579,Ulli Lommel,nm0932750,Paul Willson,nm0518579,Ulli Lommel,nm0522429,Suzanna Love,nm0213179,Bruce Pearn
tt0085299,movie,Carne de tu carne,1983,94,6.3,188,nm0562942,Carlos Mayolo,NA,NA,nm0562942,Carlos Mayolo,nm0631305,Jorge Nieto,nm0904677,Elsa Vásquez
tt0085303,movie,A Blade in the Dark,1983,110,6,2673,nm0000877,Lamberto Bava,NA,NA,nm0332417,Dardano Sacchetti,nm0108978,Elisa Briganti,NA,NA
tt0085314,movie,Demon Hunter,1983,93,5.4,38,nm0207010,Gilberto de Anda,NA,NA,nm0207010,Gilberto de Anda,NA,NA,NA,NA
tt0085325,movie,Che wan,1983,90,5.2,8,nm0514898,Pao-Lun Lu,NA,NA,nm0514898,Pao-Lun Lu,NA,NA,NA,NA
tt0085333,movie,Christine,1983,110,6.7,64887,nm0000118,John Carpenter,NA,NA,nm0000175,Stephen King,nm0680250,Bill Phillips,NA,NA
tt0085376,tvMovie,The Cradle Will Fall,1983,100,5.1,145,nm0610303,John Llewellyn Moxey,NA,NA,nm0164267,Mary Higgins Clark,nm0178476,Jerome Coopersmith,NA,NA
tt0085382,movie,Cujo,1983,93,6.1,35504,nm0853546,Lewis Teague,NA,NA,nm0000175,Stephen King,nm0241795,Don Carlos Dunaway,nm0193009,Lauren Currier
tt0085385,movie,Curtains,1983,89,5.7,3526,nm0162992,Richard Ciupka,NA,NA,nm0349953,Robert Guza Jr.,NA,NA,NA,NA
tt0085396,movie,Dance of the Dwarfs,1983,93,3.9,224,nm0872809,Gus Trikonis,NA,NA,nm0396716,Geoffrey Household,nm0425608,Larry K. Johnson,nm0454726,G.W. King
tt0085407,movie,The Dead Zone,1983,103,7.2,55659,nm0000343,David Cronenberg,NA,NA,nm0090151,Jeffrey Boam,nm0000175,Stephen King,NA,NA
tt0085422,tvMovie,The Demon Murder Case,1983,97,4.9,163,nm0355032,William Hale,NA,NA,nm0446015,William Kelley,NA,NA,NA,NA
tt0085434,movie,The Devonsville Terror,1983,82,4.7,699,nm0518579,Ulli Lommel,NA,NA,nm0518579,Ulli Lommel,nm0512358,George T. Lindsey,nm0522429,Suzanna Love
tt0085515,movie,Eyes of Fire,1983,90,6.3,662,nm0189484,Avery Crounse,NA,NA,nm0189484,Avery Crounse,NA,NA,NA,NA
tt0085580,movie,Geek Maggot Bingo or The Freak from Suckweasel Mountain,1983,74,3,205,nm0954143,Nick Zedd,NA,NA,nm0954143,Nick Zedd,nm1714577,Robert Kirkpatrick,NA,NA
tt0085609,movie,Gong gui zai,1983,93,5.3,60,nm0387388,Titus Ho,NA,NA,nm3290856,Suet Ming Chan,NA,NA,NA,NA
tt0085692,tvMovie,The Hound of the Baskervilles,1983,100,6.6,969,nm0382779,Douglas Hickox,NA,NA,nm0688279,Charles Edward Pogue,nm0236279,Arthur Conan Doyle,NA,NA
tt0085693,movie,House of the Long Shadows,1983,102,6.3,2728,nm0908103,Pete Walker,NA,NA,nm0035830,Michael Armstrong,nm0081788,Earl Derr Biggers,nm0169125,George M. Cohan
tt0085694,movie,The House on Sorority Row,1983,91,6,6355,nm0743093,Mark Rosman,NA,NA,nm0743093,Mark Rosman,nm1118069,Bobby Fine,NA,NA
tt0085701,movie,The Hunger,1983,97,6.7,21130,nm0001716,Tony Scott,NA,NA,nm0204719,Ivan Davis,nm0859241,Michael Thomas,nm0834460,Whitley Strieber
tt0085704,movie,Hysterical,1983,87,5.8,669,nm0063955,Chris Bearde,NA,NA,nm0399783,Bill Hudson,nm0399791,Brett Hudson,nm0399917,Mark Hudson
tt0085735,movie,El invernadero,1983,76,4.8,12,nm0487436,Santiago Lapeira,NA,NA,nm0487436,Santiago Lapeira,nm1947273,José María Torruella,NA,NA
tt0085750,movie,Jaws 3-D,1983,99,3.7,36448,nm0023469,Joe Alves,NA,NA,nm0001940,Peter Benchley,nm0558577,Richard Matheson,nm0331956,Carl Gottlieb
tt0085780,movie,The Keep,1983,96,5.7,10027,nm0000520,Michael Mann,NA,NA,nm0933393,F. Paul Wilson,nm0000520,Michael Mann,NA,NA
tt0085792,movie,"Lumaban ka, Satanas",1983,90,4.8,322,nm0684501,Efren C. Piñon,NA,NA,nm0042884,Joe Mari Avellana,NA,NA,NA,NA
tt0085802,movie,Kneel Before Me,1983,71,6.5,52,nm0994566,Phil Prince,NA,NA,nm0994566,Phil Prince,NA,NA,NA,NA
tt0085824,movie,Panic Beats,1983,94,5.8,415,nm0596701,Paul Naschy,NA,NA,nm0287512,Antonio Fos,nm0596701,Paul Naschy,NA,NA
tt0085883,movie,Macumba Sexual,1983,80,5,458,nm0001238,Jesús Franco,NA,NA,nm0001238,Jesús Franco,NA,NA,NA,NA
tt0085918,movie,Mausoleum,1983,96,5,1392,nm0240826,Michael Dugan,NA,NA,nm0054623,Robert Barich,nm0534831,Robert Madero,nm0742849,Katherine Rosenwink
tt0085928,movie,Meng gui chu long,1983,84,5.7,82,nm0481681,David Lai,NA,NA,nm1358351,John Au,NA,NA,NA,NA
tt0085937,movie,Microwave Massacre,1983,76,4.1,1846,nm0078540,Wayne Berwick,NA,NA,nm0802058,Thomas Singer,nm0610897,Craig Muckler,NA,NA
tt0085951,movie,The Boxer's Omen,1983,105,7.1,929,nm0346640,Chih-Hung Kuei,NA,NA,nm0346640,Chih-Hung Kuei,nm0648505,On Szeto,NA,NA
tt0085953,movie,Devil Fetus,1983,84,6.2,254,nm0490551,Hung-Chuen Lau,NA,NA,nm1852162,Wen-Hua Cheng,nm4872950,Ging-Jiu Lo,NA,NA
tt0085992,movie,Nao mo,1983,94,4.9,27,nm0516316,Lieh Lo,NA,NA,nm3022693,Chih-kien Chao,NA,NA,NA,NA
tt0086014,movie,Nightmares,1983,99,5.8,2679,nm0765121,Joseph Sargent,NA,NA,nm0189610,Christopher Crowe,nm0089177,Jeffrey Bloom,NA,NA
tt0086026,movie,Extra Terrestrial Visitors,1983,80,2,4121,nm0685034,Juan Piquer Simón,NA,NA,nm0336075,Joaquín Grau,nm0685034,Juan Piquer Simón,NA,NA
tt0086036,movie,Of Unknown Origin,1983,89,6.1,2494,nm0181902,George P. Cosmatos,NA,NA,nm0673863,Chauncey G. Parker III,nm0846532,Brian Taggert,NA,NA
tt0086046,movie,On the Third Day,1983,95,5.2,35,nm0642890,Stanley O'Toole,NA,NA,nm0642890,Stanley O'Toole,NA,NA,NA,NA
tt0086101,tvMovie,The Phantom of the Opera,1983,96,5.6,318,nm0548740,Robert Markowitz,NA,NA,nm0503693,Gaston Leroux,nm0947394,Sherman Yellen,NA,NA
tt0086119,movie,Please Don't Eat the Babies,1983,88,3.9,134,nm0153463,Henri Charr,NA,NA,nm0326479,David Golia,nm0679385,John B. Pfeifer,NA,NA
tt0086137,movie,The Prey,1983,80,4,583,nm0113499,Edwin Brown,NA,NA,nm0114717,Summer Brown,nm0113499,Edwin Brown,NA,NA
tt0086154,movie,Psycho II,1983,113,6.5,21623,nm0002207,Richard Franklin,NA,NA,nm0276169,Tom Holland,nm0088645,Robert Bloch,NA,NA
tt0086237,tvMovie,Der Sandmann,1983,71,7.8,19,nm0198699,Dagmar Damek,NA,NA,nm0198699,Dagmar Damek,nm0006782,E.T.A. Hoffmann,NA,NA
tt0086239,movie,Blood on My Shoes,1983,90,5.4,39,nm0001238,Jesús Franco,NA,NA,nm0001238,Jesús Franco,nm0908624,Edgar Wallace,NA,NA
tt0086248,movie,Scalps,1983,82,3.9,1026,nm0676248,Fred Olen Ray,NA,NA,nm0676248,Fred Olen Ray,nm0486906,T.L. Lankford,nm0712875,John Ray
tt0086263,movie,Screamtime,1983,87,4.9,680,nm0035830,Michael Armstrong,nm0519193,Stanley A. Long,nm0035830,Michael Armstrong,NA,NA,NA,NA
tt0086315,tvMovie,The Sins of Dorian Gray,1983,95,6,146,nm0562699,Tony Maylam,NA,NA,nm0041865,Kenneth August,nm0492969,Peter Lawrence,nm0928492,Oscar Wilde
tt0086320,movie,Sleepaway Camp,1983,84,6.3,22985,nm0385349,Robert Hiltzik,NA,NA,nm0385349,Robert Hiltzik,NA,NA,NA,NA
tt0086334,movie,Alone Against Terror,1983,90,4.9,56,nm0001238,Jesús Franco,NA,NA,nm0001238,Jesús Franco,NA,NA,NA,NA
tt0086349,movie,Spasms,1983,90,4.5,843,nm0296651,William Fruet,NA,NA,nm0258004,Don Enright,nm0296651,William Fruet,nm0555738,Michael Maryk
tt0086374,movie,Strange Invaders,1983,92,5.5,2420,nm0490861,Michael Laughlin,NA,NA,nm0174374,Bill Condon,nm0490861,Michael Laughlin,nm0002890,Walter Halsey Davis
tt0086428,movie,Diamonds of Kilimandjaro,1983,83,3.5,511,nm0001238,Jesús Franco,nm0558975,Olivier Mathot,nm0001238,Jesús Franco,NA,NA,NA,NA
tt0086491,movie,Twilight Zone: The Movie,1983,101,6.5,30741,nm0001102,Joe Dante,nm0000484,John Landis,nm0000484,John Landis,nm0425138,George Clayton Johnson,nm0558577,Richard Matheson
tt0086541,movie,Videodrome,1983,87,7.3,76068,nm0000343,David Cronenberg,NA,NA,nm0000343,David Cronenberg,NA,NA,NA,NA
tt0086585,movie,Wilczyca,1983,98,5.6,245,nm0676118,Marek Piestrak,NA,NA,nm0317366,Jerzy Gieraltowski,nm0676118,Marek Piestrak,NA,NA
tt0086636,movie,Revenge of the Dead,1983,98,6.2,1703,nm0002194,Pupi Avati,NA,NA,nm0002194,Pupi Avati,nm0182454,Maurizio Costanzo,nm0042812,Antonio Avati
tt0086640,movie,Seeding of a Ghost,1983,88,6.5,594,nm0160925,Kuen Yeung,NA,NA,nm1291046,Kamber Huang,nm0482721,Yee-Hung Lam,NA,NA
tt0087430,movie,The House of the Yellow Carpet,1983,89,6.2,296,nm0515491,Carlo Lizzani,NA,NA,nm1865869,Aldo Selleri,nm0051739,Filiberto Bandini,nm0061493,Lucio Battistrada
tt0087622,movie,The Lift,1983,95,6.2,5542,nm0530975,Dick Maas,NA,NA,nm0530975,Dick Maas,NA,NA,NA,NA
tt0087746,movie,Mortuary,1983,91,5.2,1297,nm0042849,Howard Avedis,NA,NA,nm0042849,Howard Avedis,nm0773104,Marlene Schmidt,NA,NA
tt0087998,movie,The Deadly Spawn,1983,81,6.1,3776,nm0571653,Douglas McKeown,NA,NA,nm0571653,Douglas McKeown,nm0092197,Ted A. Bohus,nm0230267,John Dods
tt0088691,movie,The Alchemist,1983,78,4,454,nm0023929,Charles Band,NA,NA,nm0012098,Alan J. Adler,NA,NA,NA,NA
tt0089823,movie,A Polish Vampire in Burbank,1983,80,5,240,nm0685314,Mark Pirro,NA,NA,nm0685314,Mark Pirro,NA,NA,NA,NA
tt0090179,movie,To Kill a Stranger,1983,88,5.7,93,nm0529877,Juan López Moctezuma,NA,NA,nm0650422,Emerich Oross,nm0125667,Rafael Buñuel,nm0254285,Michael Elliot
tt0090777,movie,Brutal Sorcery,1983,87,5.5,27,nm0659017,Ling Pang,NA,NA,nm0648505,On Szeto,NA,NA,NA,NA
tt0091560,movie,Mountaintop Motel Massacre,1983,95,4.5,1134,nm0567165,Jim McCullough Sr.,NA,NA,nm0567164,Jim McCullough Jr.,NA,NA,NA,NA
tt0093119,movie,Grizzly II: The Concert,1983,97,3.5,361,nm0007013,André Szöts,NA,NA,nm2046722,Ross Massbaum,nm0564651,Joan McCall,nm0791007,David Sheldon
tt0122013,movie,The Mercenary,1983,104,5.4,115,nm0939109,Hong Lu Wong,NA,NA,nm0482614,George Lam,NA,NA,NA,NA
tt0124333,movie,The Dark Angel,1983,92,6.9,28,nm2677241,Pieter Vanderbilt,NA,NA,\N,NA,NA,NA,NA,NA
tt0131359,movie,Dogs of Hell,1983,89,4.2,225,nm0444848,Worth Keeter,NA,NA,nm0570821,Thom McIntyre,NA,NA,NA,NA
tt0139432,movie,The Lost Tribe,1983,114,5.4,54,nm0481910,John Laing,NA,NA,nm0481910,John Laing,NA,NA,NA,NA
tt0139883,movie,Beasts,1983,\N,4.1,55,nm0370267,Don Hawks,NA,NA,\N,NA,NA,NA,NA,NA
tt0140235,movie,Horror in the Wax Museum,1983,\N,3,8,\N,NA,NA,NA,\N,NA,NA,NA,NA,NA
tt0162992,tvMovie,The Horror of It All,1983,58,6.7,62,nm0271039,Gene Feldman,nm0935832,Suzette Winter,nm0271039,Gene Feldman,nm0935832,Suzette Winter,NA,NA
tt0165623,movie,Angst,1983,87,7.4,7016,nm0439231,Gerald Kargl,NA,NA,nm0752960,Zbigniew Rybczynski,nm0439231,Gerald Kargl,NA,NA
tt0171723,movie,Die schwarze Spinne,1983,98,5.9,39,nm0728374,Mark M. Rissi,NA,NA,nm0331922,Jeremias Gotthelf,nm0391094,Peter Holliger,nm0441993,Walther Kauer
tt0179224,movie,The House,1983,101,6.5,76,nm0249728,Egill Eðvarðsson,NA,NA,nm0085035,Björn Björnsson,nm0249728,Egill Eðvarðsson,nm0862444,Snorri Þórisson
tt0191097,movie,Dracula of Exarcheia,1983,87,6.5,756,nm0955133,Nikos Zervos,NA,NA,nm2508040,Vangelis Kotronis,nm2540356,Lili Panousi,nm0659701,Tzimis Panousis
tt0204341,movie,Gayracula,1983,83,4.8,64,nm0994521,Roger Earl,NA,NA,nm2154758,Laurei I. Lee,nm2149130,Dorothee Pshaw,NA,NA
tt0223128,movie,The Demons of Ludlow,1983,83,3.3,523,nm0714215,Bill Rebane,NA,NA,nm0037852,William Arthur,nm0743182,Alan Ross,NA,NA
tt0226378,movie,The Returning,1983,90,3.7,58,nm0070482,Joel Bender,NA,NA,nm0621793,Patrick Nash,NA,NA,NA,NA
tt0237296,movie,Hanging Heart,1983,90,4.4,30,nm0497535,Jimmy Lee,NA,NA,nm0497535,Jimmy Lee,NA,NA,NA,NA
tt0251718,movie,The Gold of Love,1983,86,6.4,41,nm0772905,Eckhart Schmidt,NA,NA,nm0772905,Eckhart Schmidt,NA,NA,NA,NA
tt0256156,movie,Lock,1983,80,2.7,9,nm0213409,Maxime Debest,NA,NA,nm1271507,Jean Collette,nm0213409,Maxime Debest,nm0296825,Gérald Frydman
tt0261074,movie,Momentos de Prazer e Agonia,1983,90,5.7,35,nm0685637,Adnor Pitanga,NA,NA,nm0685637,Adnor Pitanga,NA,NA,NA,NA
tt0302356,movie,Blödaren,1983,78,2.4,150,nm0369096,Hans Hatwig,NA,NA,nm0369096,Hans Hatwig,NA,NA,NA,NA
tt0350900,movie,Estong Tutong: Ikalawang yugto,1983,\N,4.9,8,nm1165799,Angel Labra,NA,NA,nm1165799,Angel Labra,nm1684571,Roger Fuentebella,NA,NA
tt0428075,tvMovie,L'étrange château du docteur Lerne,1983,\N,5.9,11,nm0894139,Jean-Daniel Verhaeghe,NA,NA,nm0102722,Gérard Brach,nm0719165,Maurice Renard,NA,NA
tt0451856,movie,Perkawinan nyi blorong,1983,\N,5.3,9,nm0310219,Sisworo Gautama Putra,NA,NA,\N,NA,NA,NA,NA,NA
tt0457033,movie,The Last Night,1983,50,4.4,31,nm0614543,Michael J. Murphy,NA,NA,\N,NA,NA,NA,NA,NA
tt0457148,movie,Suffer Little Children,1983,74,4.4,111,nm1916938,Alan Briggs,NA,NA,nm1910940,Meg Shanks,NA,NA,NA,NA
tt0844321,movie,Mad Mutilator,1983,90,4.6,207,nm1190419,N.G. Mount,NA,NA,nm1190419,N.G. Mount,NA,NA,NA,NA
tt1479220,movie,E.T. is Estong Tutong,1983,\N,6.5,6,nm1165799,Angel Labra,NA,NA,nm3545771,NA,nm1545985,Henry Cuino,NA,NA
tt2218554,movie,Evil Hits Evil,1983,79,2.7,7,nm5112845,Wei-Han Lai,NA,NA,nm5113611,Hui-Chung Lai,NA,NA,NA,NA
tt3919122,movie,Plan 10: The Vengeance of Bela,1983,60,7.9,15,nm2429534,Scott Allen Nollen,NA,NA,nm6669794,NA,nm2429534,Scott Allen Nollen,NA,NA
tt7246926,movie,"Strasek, der Vampir",1983,70,4.8,18,nm9191070,NA,NA,NA,nm9191070,NA,nm10595127,Ulrich Georg Meyer,NA,NA
